active_employee,active_self_employed,active_unemployed,Inactive
0.10541,0.082579,0.037149,0.249516
0.096778,0.09257,0.024528,0.220135
0.093646,0.082832,0.025562,0.316824
0.102338,0.09268,0.02084,0.330058
0.098904,0.109121,0.02517,0.25955
0.09084,0.105447,0.017498,0.312082
0.0912,0.102495,0.020904,0.325017
0.091946,0.104784,0.019092,0.31896
0.098922,0.105988,0.021551,0.284579
0.124758,0.069116,0.029372,0.245153
0.107613,0.071399,0.027778,0.294959
0.109533,0.069693,0.028618,0.282479
0.109264,0.082626,0.023338,0.28925
0.078428,0.048228,0.020416,0.584746
0.130342,0.071843,0.027171,0.266873
0.075442,0.059442,0.019691,0.621869
0.108587,0.076886,0.03486,0.322118
0.126129,0.073125,0.029152,0.238025
0.128049,0.068089,0.023374,0.272081
0.111539,0.064868,0.017983,0.264611
0.09309,0.061137,0.018282,0.380493
0.103633,0.078305,0.018971,0.266498
0.118126,0.098419,0.014987,0.291244
0.105853,0.06898,0.023997,0.282692
0.10497,0.077915,0.017766,0.2817
0.10949,0.101614,0.017211,0.303676
0.112596,0.08322,0.016916,0.256079
0.118162,0.102845,0.012348,0.283995
0.11177,0.090072,0.016703,0.306119
0.108173,0.093835,0.016568,0.324359
0.094259,0.08222,0.017912,0.403905
0.089424,0.053059,0.027793,0.321783
0.099337,0.056701,0.02733,0.334451
0.102307,0.086478,0.021909,0.364251
0.109789,0.071785,0.025464,0.347025
0.10687,0.067119,0.022557,0.334963
0.103574,0.062875,0.021393,0.376207
0.108444,0.091132,0.018618,0.322228
0.100894,0.066329,0.020819,0.386761
0.098356,0.089608,0.017497,0.341729
0.098767,0.074365,0.017966,0.310958
0.111111,0.075116,0.020722,0.283226
0.105105,0.09486,0.016958,0.322381
0.106395,0.09,0.018256,0.306163
0.103896,0.079051,0.02188,0.291784
0.103582,0.083729,0.015106,0.31348
0.102334,0.085399,0.018278,0.284903
0.115731,0.086204,0.018157,0.321907
0.116731,0.052568,0.028161,0.237217
0.099398,0.06593,0.016566,0.338521
0.099645,0.061986,0.017747,0.270366
0.114179,0.065632,0.019585,0.274508
0.103568,0.058756,0.023175,0.228387
0.1032,0.063998,0.021056,0.33024
0.103982,0.068476,0.019021,0.253868
0.104562,0.104719,0.014579,0.32607
0.105389,0.085467,0.012551,0.336388
0.091226,0.076624,0.016343,0.430944
0.105085,0.073441,0.018932,0.251509
0.106,0.070189,0.021168,0.313544
0.111095,0.073418,0.017275,0.331348
0.109087,0.07048,0.023146,0.260577
0.104611,0.06846,0.017464,0.319246
0.11599,0.090583,0.017399,0.283347
0.110357,0.094718,0.01195,0.305842
0.100946,0.075986,0.01872,0.229167
0.102513,0.080601,0.014557,0.256359
0.10833,0.073941,0.019688,0.271526
0.105367,0.080748,0.017397,0.270638
0.109263,0.08768,0.016749,0.293728
0.100614,0.072473,0.021106,0.274595
0.085093,0.0779,0.014845,0.326752
0.108687,0.101894,0.026127,0.323579
0.097537,0.087438,0.015517,0.27266
0.101665,0.065071,0.019535,0.309671
0.109679,0.095714,0.014287,0.321839
0.10583,0.092284,0.013546,0.282656
0.103696,0.092962,0.014076,0.314228
0.111341,0.097389,0.013676,0.29866
0.12757,0.071429,0.02638,0.340097
0.128739,0.06554,0.028869,0.317815
0.121114,0.066774,0.023253,0.378513
0.109778,0.075335,0.026058,0.418215
0.116202,0.087366,0.020283,0.35545
0.136317,0.086119,0.030935,0.288612
0.094424,0.090974,0.02745,0.386893
0.114878,0.091951,0.025488,0.366707
0.13312,0.079919,0.047738,0.300083
0.096428,0.081251,0.033495,0.410572
0.08016,0.081494,0.026967,0.551489
0.123507,0.089736,0.020625,0.295863
0.106944,0.095503,0.0193,0.409272
0.110782,0.06341,0.032322,0.351345
0.120953,0.085915,0.025929,0.316748
0.106838,0.069641,0.04349,0.330303
0.129007,0.088997,0.026142,0.325301
0.118574,0.135161,0.030021,0.331597
0.112971,0.123132,0.03419,0.332815
0.115603,0.124327,0.046823,0.319616
0.113632,0.096639,0.026611,0.355929
0.103381,0.131112,0.049501,0.342861
0.109324,0.140578,0.019877,0.319733
0.105269,0.127774,0.018357,0.35615
0.111573,0.134613,0.024427,0.32512
0.110872,0.123925,0.01812,0.370854
0.110914,0.129037,0.024254,0.344597
0.115093,0.110901,0.027184,0.343522
0.112257,0.095157,0.022974,0.367184
0.121867,0.089097,0.025672,0.342344
0.118209,0.07705,0.03161,0.293546
0.11154,0.085939,0.028046,0.347742
0.106198,0.085537,0.018521,0.45509
0.101345,0.086404,0.018675,0.43364
0.116695,0.081548,0.024511,0.417296
0.09986,0.136809,0.019821,0.347732
0.094803,0.132283,0.022677,0.44126
0.099608,0.150929,0.014537,0.379472
0.105864,0.116621,0.026499,0.418733
0.095346,0.117532,0.015801,0.451732
0.105729,0.117163,0.020777,0.370543
0.11278,0.075974,0.028973,0.342741
0.103243,0.074792,0.020002,0.447136
0.090667,0.092376,0.015665,0.523403
0.091062,0.07822,0.020755,0.512388
0.10259,0.083054,0.029136,0.436593
0.105689,0.162263,0.020827,0.328878
0.096658,0.142255,0.017958,0.326202
0.110466,0.100348,0.022226,0.340853
0.105162,0.106809,0.015513,0.403624
0.095285,0.137744,0.019748,0.361392
0.11538,0.111443,0.020045,0.294953
0.103701,0.150479,0.015781,0.364832
0.098324,0.150238,0.011759,0.363648
0.114571,0.093655,0.017861,0.318214
0.112404,0.118346,0.018569,0.328918
0.110868,0.151557,0.018979,0.348443
0.119215,0.095618,0.018082,0.282869
0.110315,0.152262,0.015674,0.343783
0.100201,0.166589,0.016211,0.369152
0.11319,0.10046,0.019325,0.353681
0.114123,0.089088,0.023308,0.358943
0.109269,0.086373,0.021949,0.357335
0.098229,0.117947,0.016706,0.362659
0.116859,0.081941,0.019816,0.360004
0.114522,0.096246,0.020618,0.35212
0.105347,0.096877,0.019587,0.431313
0.114828,0.074772,0.017006,0.305692
0.105227,0.079227,0.020692,0.293765
0.098889,0.082346,0.021235,0.310123
0.10662,0.075626,0.015869,0.343169
0.102384,0.078116,0.022401,0.327685
0.10429,0.093993,0.020462,0.369637
0.110229,0.088064,0.020031,0.272964
0.111808,0.084756,0.022629,0.245114
0.110335,0.103818,0.02126,0.321229
0.103275,0.082551,0.024502,0.293794
0.114466,0.082865,0.025749,0.283357
0.122293,0.075501,0.026665,0.25143
0.105563,0.064475,0.035019,0.326675
0.099325,0.080552,0.023242,0.290326
0.108243,0.070254,0.034138,0.285387
0.114451,0.062538,0.035722,0.253592
0.101669,0.072979,0.03229,0.252645
0.108812,0.071648,0.029374,0.331162
0.106973,0.064625,0.041884,0.286112
0.099845,0.08007,0.02976,0.261051
0.105828,0.08736,0.02278,0.279885
0.103386,0.08507,0.032173,0.295698
0.111681,0.117379,0.019373,0.324074
0.106682,0.134483,0.019762,0.357562
0.111964,0.107869,0.019322,0.304287
0.116502,0.088249,0.028366,0.302904
0.108315,0.126473,0.015451,0.343581
0.120906,0.095103,0.015903,0.32217
0.114371,0.080103,0.017991,0.317841
0.119769,0.06706,0.028568,0.305392
0.120114,0.074145,0.026692,0.274653
0.133241,0.083795,0.019376,0.282964
0.118096,0.072933,0.035398,0.268437
0.117636,0.080121,0.026393,0.274861
0.122785,0.077173,0.019293,0.270945
0.107887,0.095206,0.019502,0.340379
0.106276,0.070953,0.023344,0.300911
0.119582,0.064404,0.031332,0.259182
0.102987,0.070097,0.026588,0.275639
0.111548,0.090541,0.016339,0.324939
0.113408,0.113307,0.017128,0.350056
0.093352,0.101682,0.014773,0.343391
0.104592,0.087949,0.021137,0.298955
0.107026,0.090159,0.022085,0.275331
0.083686,0.087922,0.018168,0.342935
0.097178,0.11053,0.02106,0.284377
0.083234,0.090716,0.029162,0.243071
0.095445,0.093332,0.022541,0.299483
0.101278,0.108397,0.017149,0.303996
0.11979,0.085144,0.018026,0.313475
0.11255,0.094819,0.017606,0.348089
0.111664,0.079976,0.017806,0.338162
0.113752,0.093081,0.018814,0.325535
0.104549,0.088834,0.018197,0.390571
0.11161,0.085278,0.022741,0.351287
0.115571,0.090468,0.020629,0.328321
0.126308,0.083154,0.021649,0.288889
0.091169,0.076125,0.023319,0.448774
0.121764,0.075144,0.025048,0.325983
0.101487,0.087614,0.024747,0.393826
0.098972,0.083433,0.025221,0.381783
0.107313,0.091186,0.018055,0.266863
0.103696,0.07392,0.016105,0.315143
0.113267,0.079837,0.024384,0.306765
0.107611,0.075208,0.021202,0.259426
0.10835,0.089713,0.022323,0.271665
0.123941,0.06665,0.030226,0.299734
0.11594,0.082509,0.017919,0.27494
0.118836,0.077869,0.025671,0.230506
0.107322,0.076604,0.02473,0.251159
0.108196,0.09604,0.020339,0.371043
0.103088,0.083394,0.020666,0.264406
0.115925,0.081544,0.015593,0.350588
0.11547,0.078868,0.022851,0.309201
0.127065,0.072379,0.021056,0.274894
0.108719,0.096062,0.017309,0.356015
0.113649,0.083286,0.021283,0.335414
0.099571,0.106071,0.01701,0.406998
0.125094,0.08007,0.020703,0.287728
0.127763,0.084426,0.018234,0.287249
0.099016,0.099631,0.018296,0.355935
0.103665,0.112479,0.015389,0.329882
0.123542,0.072866,0.028486,0.246155
0.113141,0.101112,0.021776,0.335161
0.115952,0.077331,0.034998,0.278126
0.140277,0.046964,0.065909,0.416777
0.115688,0.08668,0.021456,0.330587
0.114465,0.092726,0.019369,0.273233
0.123103,0.072801,0.04365,0.260333
0.127496,0.080283,0.017471,0.296797
0.113957,0.089087,0.021901,0.237565
0.11578,0.075497,0.021475,0.368814
0.125155,0.057629,0.028041,0.221031
0.129818,0.082169,0.027107,0.29892
0.109627,0.079911,0.03951,0.410684
0.121512,0.069041,0.029711,0.264451
0.113173,0.108111,0.015548,0.345306
0.112512,0.08593,0.018299,0.362265
0.105219,0.109511,0.018967,0.452167
0.106981,0.111291,0.02047,0.30306
0.099603,0.131027,0.019512,0.326375
0.106978,0.145398,0.019006,0.332066
0.107653,0.107093,0.020185,0.323101
0.098995,0.098017,0.023457,0.310109
0.091504,0.100701,0.02463,0.302104
0.112725,0.089895,0.029446,0.321832
0.115605,0.097972,0.030968,0.26339
0.105454,0.103641,0.027846,0.338936
0.094071,0.108654,0.024038,0.35625
0.105711,0.095318,0.035272,0.278816
0.099594,0.116937,0.024949,0.291988
0.098435,0.096921,0.032433,0.278269
0.092145,0.119324,0.022207,0.287869
0.094894,0.111745,0.024681,0.266298
0.097571,0.128143,0.019,0.314857
0.103594,0.135711,0.031328,0.280637
0.107692,0.090608,0.023524,0.222361
0.1242,0.070631,0.032869,0.278635
0.112656,0.071182,0.036364,0.262626
0.110747,0.069788,0.033304,0.245352
0.122778,0.089567,0.022476,0.209997
0.119882,0.075631,0.030032,0.267222
0.113832,0.063719,0.033787,0.284694
0.106031,0.074103,0.028774,0.291683
0.116371,0.072675,0.030951,0.296161
0.107088,0.069097,0.030214,0.258924
0.103841,0.077977,0.035562,0.27415
0.10998,0.124942,0.015888,0.339658
0.101192,0.104901,0.013907,0.375232
0.118347,0.084662,0.02212,0.304738
0.116064,0.086541,0.023444,0.371346
0.121156,0.080065,0.02204,0.340555
0.105912,0.105362,0.02268,0.336673
0.114555,0.116095,0.017616,0.347131
0.101356,0.098983,0.021808,0.354011
0.106812,0.09164,0.020179,0.407525
0.120531,0.09223,0.017183,0.340493
0.106082,0.093706,0.032001,0.313472
0.113983,0.084441,0.018218,0.338996
0.114421,0.08181,0.025841,0.258407
0.117674,0.088198,0.023234,0.286441
0.108861,0.0771,0.021519,0.353049
0.116487,0.081669,0.015233,0.350742
0.108169,0.093797,0.025971,0.321735
0.103427,0.060748,0.037695,0.370093
0.119547,0.052779,0.028361,0.350502
0.112692,0.092173,0.014562,0.344531
0.116147,0.07017,0.020252,0.392994
0.111857,0.117753,0.01736,0.316738
0.08353,0.073302,0.025439,0.519145
0.110003,0.099773,0.021344,0.4049
0.091649,0.079603,0.02336,0.504314
0.113463,0.099941,0.018342,0.360494
0.101549,0.065404,0.027682,0.484796
0.106161,0.094939,0.022332,0.386264
0.091172,0.067771,0.01945,0.564048
0.11427,0.074668,0.029535,0.389159
0.106693,0.061591,0.029462,0.448109
0.103903,0.054536,0.037607,0.405143
0.109863,0.052851,0.03995,0.427521
0.114201,0.06574,0.029428,0.415497
0.087553,0.066424,0.034851,0.542562
0.115132,0.099659,0.017571,0.285733
0.111771,0.08381,0.017981,0.295086
0.103514,0.117903,0.015616,0.317234
0.107542,0.117527,0.019247,0.299651
0.106476,0.107217,0.019947,0.268549
0.114983,0.106036,0.022318,0.24927
0.114264,0.100188,0.021168,0.275518
0.11091,0.113809,0.016401,0.294128
0.1085,0.127761,0.019646,0.294813
0.097242,0.070439,0.018128,0.28823
0.103919,0.087768,0.018029,0.312633
0.1,0.106077,0.01572,0.296565
0.093548,0.099353,0.016889,0.305713
0.092848,0.083941,0.017724,0.249843
0.098114,0.071993,0.02077,0.193552
0.099438,0.052699,0.029061,0.207446
0.103717,0.066906,0.0253,0.241127
0.101863,0.056877,0.030522,0.242339
0.102945,0.058725,0.025143,0.216615
0.096717,0.068703,0.026112,0.246546
0.104167,0.07303,0.026495,0.236073
0.10906,0.061744,0.030677,0.243598
0.113604,0.065409,0.029581,0.295805
0.1,0.076801,0.013884,0.371705
0.112274,0.072141,0.022898,0.256432
0.103396,0.106289,0.015723,0.338616
0.101493,0.067616,0.015763,0.379425
0.112006,0.059092,0.025517,0.250604
0.10236,0.094935,0.014983,0.289181
0.120059,0.069797,0.024332,0.173064
0.096659,0.085256,0.018165,0.285335
0.096269,0.112217,0.017264,0.326116
0.100833,0.07131,0.03028,0.297502
0.110167,0.085053,0.017832,0.324526
0.108006,0.102794,0.020559,0.193861
0.126076,0.102132,0.022322,0.252276
0.102212,0.123146,0.01578,0.330743
0.106849,0.121515,0.018211,0.292345
0.101228,0.103889,0.018628,0.310133
0.101746,0.11133,0.016673,0.348431
0.100848,0.117358,0.017938,0.350647
0.112578,0.092412,0.023493,0.309459
0.123856,0.088518,0.017612,0.30478
0.116265,0.097345,0.01892,0.326823
0.106332,0.072219,0.016771,0.340559
0.11638,0.066219,0.016679,0.315285
0.117365,0.074251,0.017964,0.331071
0.121477,0.068642,0.023765,0.271692
0.132289,0.080494,0.01898,0.27887
0.119735,0.062678,0.025487,0.239778
0.12638,0.067502,0.025184,0.236201
0.126333,0.07795,0.016908,0.269314
0.127705,0.081162,0.016868,0.31723
0.135727,0.073848,0.015958,0.168152
0.120542,0.073324,0.015407,0.327104
0.129248,0.075987,0.018464,0.304251
0.117696,0.079843,0.023374,0.247078
0.119581,0.081007,0.02388,0.340191
0.109675,0.099901,0.022034,0.304009
0.112823,0.086007,0.01843,0.235787
0.120097,0.074058,0.021756,0.298539
0.12248,0.067523,0.024717,0.323806
0.10732,0.069856,0.01487,0.361037
0.124852,0.072984,0.018741,0.326646
0.114089,0.090344,0.016621,0.318521
0.109018,0.082824,0.01659,0.313584
0.11132,0.075235,0.019179,0.325457
0.108513,0.064546,0.015235,0.372043
0.119576,0.079142,0.014793,0.351085
0.115923,0.063903,0.022841,0.294296
0.114131,0.08071,0.022466,0.344196
0.098533,0.061583,0.013285,0.417243
0.109624,0.07172,0.012541,0.405523
0.119114,0.057356,0.023343,0.347206
0.116296,0.060842,0.02255,0.352574
0.122265,0.064825,0.022019,0.289114
0.119523,0.049827,0.032097,0.225698
0.11858,0.064872,0.029968,0.288871
0.105941,0.065077,0.018272,0.369577
0.118316,0.067243,0.024976,0.325969
0.115217,0.062613,0.037483,0.335428
0.105784,0.071777,0.01561,0.394146
0.106728,0.065492,0.024001,0.338312
0.102905,0.089389,0.021814,0.326852
0.10787,0.091401,0.018733,0.297586
0.108216,0.08025,0.020931,0.277141
0.094893,0.100474,0.017443,0.319006
0.100271,0.083422,0.021698,0.224871
0.107476,0.090184,0.019776,0.249948
0.107718,0.076543,0.018756,0.338867
0.096799,0.090353,0.018792,0.304709
0.107316,0.083252,0.020904,0.290228
0.102117,0.087009,0.020237,0.234543
0.096042,0.085149,0.016876,0.275545
0.109752,0.08369,0.02129,0.395448
0.12045,0.084878,0.017869,0.318332
0.120169,0.072382,0.022769,0.336051
0.122144,0.071981,0.030579,0.291531
0.121398,0.079755,0.023053,0.297081
0.119342,0.070791,0.033203,0.290838
0.122664,0.073306,0.034755,0.295853
0.121249,0.065254,0.03391,0.305075
0.12405,0.085947,0.020122,0.323237
0.111198,0.080526,0.016845,0.407984
0.117584,0.080264,0.023943,0.335014
0.10799,0.089151,0.019512,0.452817
0.096099,0.08373,0.022455,0.468696
0.105306,0.085571,0.024749,0.46603
0.114367,0.111803,0.016207,0.377072
0.13153,0.070444,0.018036,0.321422
0.131119,0.072677,0.017607,0.273851
0.118423,0.074208,0.0234,0.330575
0.130917,0.078465,0.016347,0.272353
0.115541,0.096225,0.01524,0.404395
0.104611,0.109714,0.016949,0.409513
0.12976,0.071429,0.01904,0.276498
0.111356,0.066538,0.01581,0.418339
0.116694,0.10119,0.020903,0.357558
0.116903,0.071771,0.017919,0.353488
0.1211,0.088544,0.017265,0.33284
0.117393,0.065538,0.025567,0.316169
0.104603,0.078334,0.015856,0.390368
0.101475,0.111622,0.015559,0.42457
0.107371,0.108096,0.012768,0.395821
0.099119,0.110276,0.014445,0.423723
0.112473,0.101464,0.015474,0.440856
0.121231,0.1008,0.0224,0.334892
0.128927,0.077161,0.023604,0.363503
0.113153,0.071995,0.017369,0.435116
0.090774,0.086722,0.012427,0.570039
0.091697,0.092732,0.015132,0.525608
0.11715,0.065462,0.027844,0.277103
0.115785,0.048344,0.030716,0.274306
0.111608,0.076407,0.024165,0.260511
0.107506,0.070036,0.021128,0.272791
0.10757,0.074701,0.024527,0.242281
0.109937,0.073573,0.026004,0.264905
0.103044,0.076149,0.023513,0.214256
0.096482,0.042972,0.026846,0.217977
0.121815,0.07445,0.027084,0.210487
0.103323,0.083009,0.025329,0.300063
0.106661,0.08426,0.024774,0.256935
0.114807,0.072257,0.023673,0.299861
0.116134,0.095665,0.012935,0.284577
0.115645,0.052061,0.031725,0.244713
0.1108,0.069016,0.017755,0.285543
0.106609,0.077321,0.021283,0.300596
0.102284,0.075205,0.016812,0.295431
0.100632,0.102691,0.017985,0.291186
0.094336,0.112323,0.015117,0.339839
0.103427,0.126231,0.016075,0.338193
0.120494,0.073475,0.015827,0.348544
0.100068,0.068818,0.018955,0.438012
0.11267,0.079208,0.015218,0.344059
0.107549,0.098945,0.01434,0.306566
0.129738,0.075669,0.013585,0.242223
0.119862,0.092276,0.016828,0.322069
0.1036,0.090079,0.012675,0.284435
0.110951,0.104035,0.017435,0.295245
0.102488,0.081609,0.015921,0.32434
0.107952,0.11798,0.017933,0.367626
0.106349,0.071528,0.03125,0.355952
0.116954,0.074961,0.032182,0.333203
0.094766,0.081682,0.029252,0.341215
0.145202,0.055005,0.052344,0.418897
0.111354,0.090589,0.017001,0.316818
0.106451,0.106861,0.014768,0.302328
0.107924,0.123214,0.014732,0.336719
0.114868,0.092424,0.017642,0.329805
0.107705,0.096381,0.01771,0.27186
0.109715,0.086923,0.014906,0.299853
0.117395,0.083933,0.022815,0.309735
0.117442,0.099611,0.024534,0.262636
0.104317,0.089252,0.027092,0.293328
0.104564,0.09331,0.017505,0.322913
0.115221,0.081418,0.029167,0.260382
0.108318,0.098212,0.028375,0.276885
0.12042,0.116917,0.020727,0.292074
0.111066,0.093339,0.030218,0.283777
0.118341,0.079231,0.024107,0.304956
0.113521,0.087495,0.028008,0.283554
0.111763,0.08858,0.026045,0.301374
0.106749,0.088173,0.028978,0.294861
0.112821,0.080886,0.036946,0.274359
0.102277,0.126595,0.018972,0.268023
0.103112,0.100794,0.019861,0.300894
0.11664,0.097731,0.024084,0.270104
0.102747,0.116297,0.016936,0.304102
0.112159,0.085749,0.023152,0.236323
0.093208,0.112536,0.016799,0.36073
0.110183,0.075212,0.030471,0.283492
0.108745,0.075101,0.02558,0.2844
0.092636,0.101115,0.01837,0.301931
0.120239,0.088865,0.026659,0.256801
0.113015,0.087605,0.022012,0.264884
0.10026,0.105771,0.018674,0.274759
0.107706,0.088216,0.022182,0.247596
0.109995,0.102503,0.021114,0.256087
0.112871,0.08644,0.029359,0.251657
0.116839,0.085788,0.026075,0.26453
0.11171,0.082064,0.020887,0.309258
0.101749,0.096091,0.020401,0.235042
0.123479,0.092818,0.028329,0.26079
0.113016,0.084475,0.026147,0.242314
0.097957,0.117548,0.0257,0.365073
0.111027,0.116512,0.017023,0.302251
0.109979,0.104292,0.016738,0.288412
0.106978,0.104209,0.020306,0.259461
0.124199,0.081392,0.022277,0.277228
0.126315,0.078695,0.022687,0.259364
0.108657,0.119059,0.017923,0.277804
0.133218,0.076923,0.027183,0.251205
0.119566,0.08985,0.018646,0.256147
0.095796,0.118919,0.018318,0.303303
0.110654,0.112912,0.017402,0.311105
0.106575,0.090337,0.020698,0.316981
0.103577,0.081153,0.022602,0.276918
0.111588,0.091798,0.018956,0.262399
0.096884,0.088779,0.020897,0.289767
0.108593,0.0773,0.024357,0.262009
0.116318,0.083515,0.020418,0.199498
0.097166,0.092702,0.022631,0.253192
0.101726,0.095974,0.017789,0.309118
0.101867,0.103371,0.023431,0.373763
0.106267,0.096433,0.020549,0.312784
0.104089,0.094673,0.033019,0.327228
0.105302,0.1231,0.02132,0.283092
0.098839,0.13537,0.018571,0.307636
0.10702,0.101146,0.032703,0.256438
0.108664,0.110263,0.030889,0.241693
0.110594,0.102342,0.025419,0.256854
0.112227,0.108443,0.034643,0.245124
0.093717,0.133619,0.021709,0.28222
0.105581,0.111251,0.025653,0.235104
0.107657,0.106543,0.023852,0.276659
0.095595,0.124775,0.019991,0.316153
0.113922,0.076407,0.016865,0.244192
0.103955,0.072313,0.017111,0.275494
0.115306,0.064189,0.02218,0.308608
0.122057,0.082501,0.020908,0.270013
0.108305,0.071296,0.030078,0.272682
0.112018,0.071543,0.030357,0.292562
0.097992,0.080199,0.020892,0.334546
0.107947,0.067428,0.025814,0.345432
0.102709,0.092168,0.023655,0.21032
0.112163,0.077412,0.024637,0.247536
0.099521,0.080366,0.023161,0.313278
0.108046,0.077158,0.020211,0.26859
0.101342,0.106473,0.015788,0.310933
0.105344,0.105344,0.018392,0.309196
0.096119,0.1,0.01436,0.257827
0.09496,0.095595,0.019804,0.259871
0.089259,0.09679,0.017654,0.297284
0.096798,0.095011,0.018317,0.305436
0.093263,0.093409,0.019206,0.305689
0.097142,0.10214,0.013119,0.324223
0.105398,0.090831,0.017995,0.275493
0.106902,0.086383,0.017363,0.270914
0.100684,0.084807,0.025946,0.260488
0.096918,0.09519,0.016417,0.263969
0.092949,0.094231,0.022051,0.219231
0.080486,0.094417,0.025207,0.193145
0.108137,0.091312,0.020496,0.205567
0.091071,0.09546,0.017007,0.321767
0.105428,0.093914,0.022432,0.276806
0.10611,0.08302,0.023349,0.245687
0.117503,0.095879,0.025092,0.261424
0.103668,0.101337,0.019739,0.314113
0.103272,0.10607,0.018854,0.32344
0.109227,0.06475,0.025925,0.22042
0.105397,0.080049,0.023712,0.263532
0.115193,0.075809,0.027553,0.264788
0.111239,0.071417,0.02781,0.290439
0.112045,0.068977,0.027386,0.293523
0.117458,0.075278,0.02768,0.244581
0.116063,0.063431,0.034881,0.258565
0.114597,0.076398,0.022803,0.263617
0.120581,0.067006,0.030724,0.2478
0.118216,0.076287,0.025382,0.25929
0.117608,0.07907,0.021761,0.275914
0.100686,0.105997,0.021576,0.283138
0.104728,0.09011,0.022944,0.242668
0.110319,0.105739,0.019086,0.287314
0.088673,0.119417,0.018608,0.323625
0.101944,0.102645,0.019968,0.294272
0.109233,0.092333,0.020095,0.261542
0.100299,0.105286,0.025712,0.256012
0.107851,0.115385,0.027095,0.252577
0.103028,0.092238,0.027323,0.259659
0.094978,0.104188,0.022881,0.322492
0.083185,0.131972,0.013293,0.315609
0.113622,0.103339,0.034912,0.251746
0.104607,0.090591,0.026995,0.263465
0.115109,0.088503,0.024676,0.260822
0.111653,0.085466,0.030473,0.262945
0.113379,0.089619,0.030219,0.241292
0.104096,0.092116,0.022503,0.266472
0.116295,0.103769,0.030912,0.193404
0.088284,0.096991,0.023807,0.270032
0.097582,0.094665,0.027464,0.286548
0.102971,0.094821,0.041364,0.204277
0.112215,0.096387,0.031438,0.208165
0.109751,0.08479,0.033702,0.24796
0.105894,0.108402,0.030932,0.260973
0.097081,0.106112,0.014191,0.329624
0.094683,0.098367,0.022228,0.275083
0.109304,0.079296,0.020285,0.302598
0.107079,0.073075,0.026157,0.272683
0.109079,0.07219,0.02242,0.296073
0.09609,0.071563,0.019622,0.343673
0.108431,0.066902,0.028672,0.219934
0.108958,0.075205,0.024769,0.230108
0.105987,0.068408,0.025096,0.244331
0.137986,0.064771,0.057043,0.338352
0.107069,0.088675,0.026767,0.277694
0.141365,0.072018,0.037284,0.261477
0.154889,0.064321,0.068551,0.3566
0.104553,0.118374,0.020325,0.323577
0.103705,0.132246,0.02145,0.337352
0.100047,0.105032,0.018751,0.311061
0.095802,0.116549,0.020137,0.365511
0.117042,0.074254,0.016321,0.324217
0.111276,0.061627,0.035275,0.257827
0.112714,0.0688,0.018716,0.293287
0.113424,0.062338,0.028182,0.277734
0.11272,0.064195,0.03253,0.266724
0.119471,0.076851,0.02525,0.230639
0.106473,0.107242,0.015774,0.279504
0.092285,0.134804,0.016589,0.369786
0.098025,0.108382,0.01858,0.330593
0.101859,0.10665,0.019847,0.423292
0.101811,0.128313,0.02214,0.365314
0.113232,0.087821,0.033048,0.363397
0.104665,0.082609,0.019783,0.454752
0.113616,0.080134,0.023103,0.3875
0.117955,0.083993,0.021546,0.413268
0.100984,0.092687,0.019083,0.43973
0.120854,0.081675,0.018657,0.31364
0.111666,0.095659,0.024459,0.36983
0.109738,0.127223,0.026229,0.332529
0.101501,0.095887,0.019934,0.382747
0.096581,0.1021,0.022229,0.352905
0.112751,0.086292,0.024066,0.342907
0.096809,0.058648,0.062999,0.533629
0.140074,0.056452,0.05397,0.448387
0.130743,0.048001,0.065063,0.389865
0.119745,0.06346,0.044766,0.428355
0.107784,0.106422,0.023759,0.300953
0.098604,0.116549,0.01867,0.381367
0.094509,0.071821,0.029021,0.191523
0.09019,0.090592,0.026333,0.158001
0.107869,0.081639,0.028361,0.217213
0.104105,0.07645,0.031465,0.243732
0.105723,0.083428,0.027124,0.225213
0.104827,0.078916,0.026832,0.232014
0.115903,0.076405,0.021238,0.281145
0.105399,0.075184,0.023539,0.265136
0.109526,0.074602,0.032843,0.270025
0.100621,0.088908,0.020463,0.340672
0.102799,0.089637,0.020993,0.327724
0.106067,0.082642,0.024298,0.294486
0.107336,0.092254,0.014497,0.367111
0.100193,0.118824,0.019183,0.362821
0.098397,0.091897,0.023086,0.415892
0.101431,0.094978,0.024972,0.414983
0.09501,0.107898,0.030238,0.433576
0.109281,0.080731,0.022027,0.329448
0.099866,0.077773,0.022093,0.283196
0.108217,0.075298,0.023847,0.395801
0.109005,0.095967,0.018799,0.393572
0.091919,0.096681,0.014719,0.473593
0.116756,0.074608,0.017725,0.346764
0.117989,0.051165,0.0383,0.297655
0.100335,0.058429,0.034243,0.356202
0.115296,0.059286,0.043455,0.307239
0.114568,0.083458,0.022734,0.370326
0.101168,0.076978,0.039085,0.249762
0.102135,0.083637,0.047132,0.287514
0.110478,0.086225,0.033661,0.260228
0.111389,0.078921,0.032967,0.270854
0.11361,0.085001,0.028714,0.284648
0.098785,0.075304,0.027299,0.288259
0.103655,0.075774,0.036686,0.308031
0.112915,0.078899,0.023853,0.298659
0.107167,0.076314,0.025119,0.293106
0.104525,0.09005,0.020417,0.363858
0.107916,0.072786,0.03116,0.286935
0.110609,0.087119,0.018585,0.368869
0.111617,0.109425,0.018715,0.319845
0.111498,0.109129,0.014774,0.256167
0.114132,0.088818,0.020251,0.285384
